feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
ASV_4_Corynebacterium_nan	collection_season2	winter	1.72066264968958	0.488153874806422	255	205	0.00053415358210391	0.0469062306040172
ASV_1_Moraxella_nan	age_days_numeric	age_days_numeric	0.438817041375962	0.127260234274204	255	248	0.00071070046369723	0.0469062306040172
ASV_2_Haemophilus_nan	collection_season2	spring	2.09630246906503	0.636876899031594	255	139	0.00114998760200494	0.0505994544882174
ASV_3_Haemophilus_nan	collection_season2	spring	2.12076039917057	0.704829771076069	255	123	0.00289221810233249	0.095443197376972
ASV_8_Corynebacterium_nan	age_days_numeric	age_days_numeric	-0.301085015922125	0.119997042563623	255	94	0.0130351345898733	0.245242707582472
ASV_10_Streptococcus_nan	collection_season2	winter	-0.919829920679548	0.373453913952026	255	65	0.0148631943989377	0.245242707582472
ASV_3_Haemophilus_nan	age_days_numeric	age_days_numeric	0.460403508781943	0.186196411891252	255	123	0.014396635249107	0.245242707582472
ASV_11_Moraxella_lincolnii	age_days_numeric	age_days_numeric	0.187436148020738	0.0739882083854751	255	34	0.0122095408518987	0.245242707582472
ASV_5_Staphylococcus_nan	age_days_numeric	age_days_numeric	-0.3153976247915	0.137949951247015	255	72	0.023454046433224	0.343992681020619
ASV_35_ASV_35_nan	collection_season2	winter	-0.659445877819512	0.316474650491493	255	52	0.0387134312211755	0.511017292119517
ASV_39_Gemella_nan	collection_season2	winter	-0.546763886936183	0.267949448577125	255	48	0.0428423869118033	0.51410864294164
ASV_49_Streptobacillus_nan	age_days_numeric	age_days_numeric	-0.150561392036094	0.0758661771702763	255	23	0.0487645133118365	0.536409646430202
ASV_34_Corynebacterium_nan	collection_season2	winter	0.5847615117453	0.315858970471942	255	30	0.0658475500864747	0.641555959806845
ASV_22_ASV_22_nan	WAZ12_2	low	-1.23849863484522	0.669619440450289	255	124	0.0680438139189078	0.641555959806845
ASV_11_Moraxella_lincolnii	collection_season2	winter	-0.59892415104459	0.335063707262162	255	34	0.0751056449529132	0.660929675585637
ASV_2_Haemophilus_nan	collection_season2	autumn	-1.08149048412563	0.617370889218429	255	139	0.0810902863463467	0.66899486235736
ASV_4_Corynebacterium_nan	collection_season2	autumn	0.734601392605085	0.487222665994386	255	205	0.132945810952464	0.785024889757372
ASV_58_Porphyromonas_nan	age_days_numeric	age_days_numeric	0.129897627505587	0.0915127966650868	255	37	0.157576508435101	0.785024889757372
ASV_6_Dolosigranulum_pigrum	collection_season2	spring	-0.749957210884563	0.522430444127339	255	198	0.152436896278119	0.785024889757372
ASV_6_Dolosigranulum_pigrum	collection_season2	winter	0.785275486771144	0.515243646902423	255	198	0.129071412231713	0.785024889757372
ASV_6_Dolosigranulum_pigrum	WAZ12_2	low	1.18396548266033	0.798683383268225	255	198	0.142158391902109	0.785024889757372
ASV_10_Streptococcus_nan	collection_season2	spring	-0.557080565834635	0.395577299175449	255	65	0.160573272904917	0.785024889757372
ASV_39_Gemella_nan	age_days_numeric	age_days_numeric	-0.124939070167781	0.0859107848308613	255	48	0.147671197469794	0.785024889757372
ASV_39_Gemella_nan	collection_season2	spring	-0.416005845461033	0.279697075874119	255	48	0.13836241156811	0.785024889757372
ASV_49_Streptobacillus_nan	collection_season2	winter	-0.361530799977922	0.231112177350836	255	23	0.119662663965276	0.785024889757372
ASV_2_Haemophilus_nan	WAZ12_2	low	1.3866479488437	0.936879046640809	255	139	0.142817479297035	0.785024889757372
ASV_11_Moraxella_lincolnii	collection_season2	spring	-0.4714052628327	0.311211640881271	255	34	0.131280698386588	0.785024889757372
ASV_34_Corynebacterium_nan	collection_season2	autumn	0.444169728386725	0.320059816066801	255	30	0.166534366561895	0.785090585220361
ASV_34_Corynebacterium_nan	collection_season2	spring	-0.332977884562318	0.328874396410036	255	30	0.312419100722921	0.785138004386023
ASV_4_Corynebacterium_nan	age_days_numeric	age_days_numeric	0.135280452249752	0.147502782847742	255	205	0.3603455940698	0.785138004386023
ASV_40_Porphyromonas_nan	collection_season2	spring	0.276565562666803	0.243054322205552	255	23	0.256512911997582	0.785138004386023
ASV_40_Porphyromonas_nan	collection_season2	autumn	0.300774332814132	0.238116724635247	255	23	0.20785982722419	0.785138004386023
ASV_40_Porphyromonas_nan	WAZ12_2	low	-0.386167674797731	0.317238286336015	255	23	0.227044150159076	0.785138004386023
ASV_58_Porphyromonas_nan	collection_season2	winter	-0.282581507164417	0.306721384084899	255	37	0.358079070016959	0.785138004386023
ASV_33_Alloprevotella_nan	age_days_numeric	age_days_numeric	-0.0889852118324845	0.0869066891694157	255	33	0.307315325441664	0.785138004386023
